date,value
2021-05-12,5433.588847355316
2021-05-13,5506.196216363023
2021-05-14,5489.469833152014
2021-05-15,5507.25302356868
2021-05-16,5549.675298161244
2021-05-17,5507.840623358205
2021-05-18,5530.590695218122
2021-05-19,5537.390479947202
2021-05-20,5611.022916167654
2021-05-21,5860.870460921872
2021-05-22,5891.94290945266
2021-05-23,6082.616048947574
2021-05-24,6158.866832378497
2021-05-25,6183.75064152775
2021-05-26,6130.622625465022
2021-05-27,6156.313341567161
2021-05-28,6174.5592802886795
2021-05-29,6090.529915982984
2021-05-30,6024.633544935292
2021-05-31,6072.078040988033
2021-06-01,6267.085244019319
2021-06-02,6260.727346968503
2021-06-03,6083.840087621752
2021-06-04,5823.8407736613035
2021-06-05,5707.809440894106
2021-06-06,5790.985263041951
2021-06-07,5646.276805503669
2021-06-08,5747.388064928025
2021-06-09,5824.3623496478385
2021-06-10,5814.565184175538
2021-06-11,5641.531125920601
2021-06-12,5565.669836858425
2021-06-13,5540.543620223631
2021-06-14,5581.367010050327
2021-06-15,5445.028234580686
2021-06-16,5606.228623646328
2021-06-17,5646.482250894207
2021-06-18,5700.009292930397
2021-06-19,5775.485143288056
2021-06-20,5932.853597326365
2021-06-21,5958.005243523594
2021-06-22,6044.905248129467
2021-06-23,5965.4707043887265
2021-06-24,6186.111954485099
2021-06-25,6203.842514231876
2021-06-26,6121.748922131281
2021-06-27,6069.18396492862
2021-06-28,5845.857811325152
2021-06-29,5794.9521383045285
2021-06-30,5522.383889423785
2021-07-01,5611.542483634685
2021-07-02,5661.193781853384
2021-07-03,5554.4269732196235
2021-07-04,5550.794304866563
2021-07-05,5552.059748311625
2021-07-06,5426.539787473514
2021-07-07,5404.232308749843
2021-07-08,5408.761421629371
2021-07-09,5383.703803385949
2021-07-10,5312.363775373773
2021-07-11,5208.565549379331
2021-07-12,5180.919165378086
2021-07-13,5123.608140449087
2021-07-14,5184.174197587173
2021-07-15,5332.913278276468
2021-07-16,5434.080602037603
2021-07-17,5442.197607191724
2021-07-18,5373.847947271686
2021-07-19,5472.568568856962
2021-07-20,5544.195452707267
2021-07-21,5693.922610754582
2021-07-22,5718.184669165078
2021-07-23,5921.978893283048
2021-07-24,5947.249722735331
2021-07-25,5872.030709689525
2021-07-26,5817.221861938419
2021-07-27,5880.133785159939
2021-07-28,5814.7948979869125
2021-07-29,6021.018177853042
2021-07-30,6075.612765850982
2021-07-31,6082.056752956694
2021-08-01,6098.504316173538
2021-08-02,6069.013166358922
2021-08-03,5871.583358249948
2021-08-04,5816.86004840823
2021-08-05,6004.687059418328
2021-08-06,6033.512692553651
2021-08-07,6163.047278289252
2021-08-08,6299.3405916681995
2021-08-09,6296.379530699386
2021-08-10,6380.977176622189
2021-08-11,6184.792182075582
2021-08-12,6372.068944874689
2021-08-13,6552.364907391749
2021-08-14,6619.41265214557
2021-08-15,6656.009415381235
2021-08-16,6654.604603733476
2021-08-17,6814.574429522569
2021-08-18,6922.642710218957
2021-08-19,6541.23992746295
2021-08-20,6495.943596559684
2021-08-21,6353.999912862634
2021-08-22,6193.441394946273
2021-08-23,6340.8157563537825
2021-08-24,6336.768998049722
2021-08-25,6399.435819863454
2021-08-26,6411.198783507201
2021-08-27,6250.656052696861
2021-08-28,6060.8786947153585
2021-08-29,6011.008183510023
2021-08-30,5971.030005696744
2021-08-31,5931.245879727346
2021-09-01,5894.982631529826
2021-09-02,6146.830280144451
2021-09-03,6276.686516220303
2021-09-04,6308.62660798486
2021-09-05,6301.489124428955
2021-09-06,6298.689083073114
2021-09-07,6393.579803965271
2021-09-08,6385.182039910161
2021-09-09,6505.23054886537
2021-09-10,6552.432289647172
2021-09-11,6833.956693422216
2021-09-12,6816.94908946756
2021-09-13,6971.815612958404
2021-09-14,6830.361237254385
2021-09-15,6747.703216495275
2021-09-16,7013.120907133396
2021-09-17,7138.367897586762
2021-09-18,7211.650203895206
2021-09-19,7569.039022737146
2021-09-20,7562.590104821849
2021-09-21,7733.985022715314
2021-09-22,7922.167659368186
2021-09-23,8187.703809292416
2021-09-24,8004.5216281335515
2021-09-25,7996.658913213012
2021-09-26,8051.827359126923
2021-09-27,8318.427979295322
2021-09-28,8396.743719186667
2021-09-29,8601.472314726636
2021-09-30,8395.377289525231
2021-10-01,8348.066553930983
2021-10-02,8583.520103960627
2021-10-03,8556.426699932252
2021-10-04,8561.66124802774
2021-10-05,8841.74578038079
2021-10-06,8695.843185009418
2021-10-07,8588.000014456957
2021-10-08,8366.236031712797
2021-10-09,8648.14103876688
2021-10-10,8827.225310137313
2021-10-11,9004.9645377789
2021-10-12,8949.336655991674
2021-10-13,8706.657505652835
2021-10-14,8427.329938899788
2021-10-15,8666.503697022112
2021-10-16,8767.429197074192
2021-10-17,8904.192196787286
2021-10-18,8957.095644878687
2021-10-19,8825.689551248042
2021-10-20,8778.91860503819
2021-10-21,8609.63058524747
2021-10-22,8424.20934767213
2021-10-23,8582.935243611651
2021-10-24,8320.0307098044
2021-10-25,8160.587778312455
2021-10-26,8126.444808873844
2021-10-27,8146.032876789241
2021-10-28,7933.946153475684
2021-10-29,7687.461773687207
2021-10-30,7757.8106010850315
2021-10-31,7794.968317462595
2021-11-01,8012.968139059803
2021-11-02,8035.0015869361805
2021-11-03,8125.22286414727
2021-11-04,8014.347104299306
2021-11-05,7911.16699606403
2021-11-06,7719.102034202034
2021-11-07,7615.151921946578
2021-11-08,7572.633875540665
2021-11-09,7766.314941608208
2021-11-10,7639.933075010426
2021-11-11,7977.234726288693
2021-11-12,8081.418091430965
2021-11-13,8151.022222390886
2021-11-14,8160.615335436522
2021-11-15,8139.099398225189
2021-11-16,8051.268842166813
2021-11-17,7836.0402730749765
2021-11-18,7713.408269550374
2021-11-19,7972.853703108545
2021-11-20,8066.519865976549
2021-11-21,8336.05496232877
2021-11-22,8242.110667422485
2021-11-23,8078.945248547612
2021-11-24,8086.879995612962
2021-11-25,7965.689694103257
2021-11-26,8005.4234916890055
2021-11-27,7762.475845172722
2021-11-28,7461.27732441312
2021-11-29,7519.560965930096
2021-11-30,7777.688622329178
2021-12-01,7845.495786766664
2021-12-02,7935.97421009918
2021-12-03,7950.431691980512
2021-12-04,7979.800766537809
2021-12-05,7759.664933674234
2021-12-06,7648.645365557684
2021-12-07,7842.443206251058
2021-12-08,7675.275311012779
2021-12-09,7629.146629794647
2021-12-10,7818.85362839951
2021-12-11,7843.399007241936
2021-12-12,7875.9457251197855
2021-12-13,7829.752813097284
2021-12-14,7943.810832469654
2021-12-15,8099.70110326077
2021-12-16,7975.7634217563
2021-12-17,7768.543630615559
2021-12-18,7490.672683834153
2021-12-19,7569.435022862865
2021-12-20,7630.779503483548
2021-12-21,8023.301482952076
2021-12-22,8038.854360563509
2021-12-23,8025.378134796618
2021-12-24,8070.8324755913945
2021-12-25,8125.364509459184
2021-12-26,8099.411419494349
2021-12-27,7980.303885196916
2021-12-28,7987.198837246868
2021-12-29,7988.138347361712
2021-12-30,7986.536573303114
2021-12-31,8120.668851145361
2022-01-01,8124.787499847609
2022-01-02,7916.766477061374
2022-01-03,7823.191608079423
2022-01-04,7796.330538803081
2022-01-05,7807.51067740237
2022-01-06,7893.029536590957
2022-01-07,7905.58539070903
2022-01-08,7601.61093386544
2022-01-09,7422.131610430694
2022-01-10,7513.976874983013
2022-01-11,7484.214073345758
2022-01-12,7713.025591181103
2022-01-13,7738.314383841486
2022-01-14,7688.626543162335
2022-01-15,7597.1570985017215
2022-01-16,7553.6033748426435
2022-01-17,7580.174323528183
2022-01-18,7582.910656869921
2022-01-19,7730.613304976554
2022-01-20,7506.657105853958
2022-01-21,7306.414544105291
2022-01-22,7275.826093291897
2022-01-23,7357.252883325007
2022-01-24,7472.05242221992
2022-01-25,7388.609138907573
2022-01-26,7017.581639349345
2022-01-27,6943.415315812008
2022-01-28,7000.137936036376
2022-01-29,7000.094556431781
2022-01-30,7083.792917143382
2022-01-31,7257.53991733538
2022-02-01,7236.736358768559
2022-02-02,7175.013768271533
2022-02-03,7051.276232208599
2022-02-04,6862.491741616823
2022-02-05,6646.559653565543
2022-02-06,6560.179206827463
2022-02-07,6700.056870161675
2022-02-08,6793.556109034033
2022-02-09,6729.604018799587
2022-02-10,7028.423784654071
2022-02-11,6945.876467821864
2022-02-12,7131.224760223068
2022-02-13,7359.6561966376
2022-02-14,7429.90194965242
2022-02-15,7332.0735016348
2022-02-16,7280.881380816643
2022-02-17,7310.016491593997
2022-02-18,7117.830713996667
2022-02-19,6982.944830093842
2022-02-20,6840.3062469405595
2022-02-21,6916.193587125056
2022-02-22,7084.289895962164
2022-02-23,7189.047648361625
2022-02-24,7335.896758966616
2022-02-25,7227.8654675618045
2022-02-26,7183.524665545445
2022-02-27,7149.722199773621
2022-02-28,7217.374601785186
2022-03-01,7539.01325268922
2022-03-02,7444.838254431811
2022-03-03,7586.556072659264
2022-03-04,7824.400433663128
2022-03-05,7906.647226244277
2022-03-06,7851.501380188508
2022-03-07,7723.1366148655425
2022-03-08,7565.696372611806
2022-03-09,7276.116434822296
2022-03-10,7246.163748191006
2022-03-11,7208.320073583276
2022-03-12,7335.645382357176
2022-03-13,7252.772761701005
2022-03-14,7230.74021054633
2022-03-15,7273.902993202973
2022-03-16,7347.884946320769
2022-03-17,7458.915774609884
2022-03-18,7488.215336467995
2022-03-19,7298.682535981784
2022-03-20,7359.467770820967
2022-03-21,7266.396332628247
2022-03-22,7450.835247992686
2022-03-23,7456.24227982017
2022-03-24,7494.479141843883
2022-03-25,7897.137068031511
2022-03-26,8019.428257606058
2022-03-27,8083.21991481107
2022-03-28,8063.286097062408
2022-03-29,7870.607198839578
2022-03-30,7840.124763193756
2022-03-31,7710.20162876577
2022-04-01,7974.447991521577
2022-04-02,8040.0544817716245
2022-04-03,8237.265971105464
2022-04-04,8139.858781502529
2022-04-05,8015.481546295964
2022-04-06,8122.520184505072
2022-04-07,7982.0129578843025
2022-04-08,7914.855716199352
2022-04-09,8195.463266903165
2022-04-10,8132.659707228443
2022-04-11,7907.571377078044
2022-04-12,7636.233822157057
2022-04-13,12586.718039806647
2022-04-14,12447.031715427522
2022-04-15,13014.540189164245
2022-04-16,12941.599158055467
2022-04-17,13436.477042507393
2022-04-18,13957.339079889105
2022-04-19,13788.15207212852
2022-04-20,14022.549042697709
2022-04-21,14343.325626778815
2022-04-22,14162.525251404128
2022-04-23,13402.324366094888
2022-04-24,13622.827589484577
2022-04-25,13399.02137773259
2022-04-26,13366.837349668916
2022-04-27,13421.713038734651
2022-04-28,13581.504893802163
2022-04-29,13490.917606946236
2022-04-30,13565.773261227805
2022-05-01,13899.081739821333
2022-05-02,13374.842670258746
2022-05-03,13006.627558969016
2022-05-04,12708.481805468586
2022-05-05,12578.815531611124
2022-05-06,12778.229106709268
2022-05-07,13048.877969726163
2022-05-08,13002.00071238068
2022-05-09,12956.026225676384
2022-05-10,13325.387111408394
2022-05-11,13384.331725981228
2022-05-12,13287.392689745739
2022-05-13,13532.838420313132
2022-05-14,13749.210318283906
2022-05-15,13862.503155638851
2022-05-16,13708.537636545074
2022-05-17,13447.474494059457
2022-05-18,13213.541852975219
2022-05-19,12997.234097037268
2022-05-20,12763.377908619548
2022-05-21,12633.580762105312
2022-05-22,12633.82849938641
2022-05-23,12663.336183553858
2022-05-24,12383.814971181662
2022-05-25,12448.895739248403
2022-05-26,12474.40000254598
2022-05-27,12450.833378010135
2022-05-28,12305.020048820214
2022-05-29,12038.373300475268
2022-05-30,12179.332199684957
2022-05-31,12202.493313014838
2022-06-01,12291.382696953478
2022-06-02,12190.577055021273
2022-06-03,12062.80294562864
2022-06-04,12314.489849653073
2022-06-05,12992.084047832546
2022-06-06,12919.391862676868
2022-06-07,12962.696571455039
2022-06-08,12945.170475920295
2022-06-09,12736.125002797431
2022-06-10,12626.210346436097
2022-06-11,13148.070599360997
2022-06-12,12966.379605344706
2022-06-13,12989.42059112982
2022-06-14,12826.205884312574
2022-06-15,12814.954079962417
2022-06-16,12638.302733283259
2022-06-17,12513.691704486939
2022-06-18,12160.595174028216
2022-06-19,12187.376410552726
2022-06-20,12103.45837058353
2022-06-21,12231.560498774887
2022-06-22,12220.302024473565
2022-06-23,12045.383807654727
2022-06-24,11816.6855839904
2022-06-25,11818.955225614909
2022-06-26,12136.216430064562
2022-06-27,12002.695253346137
